question,reference,prediction,topic,rougeL,ref_len,pred_len,len_ratio
Những nhóm tuổi nào thường dễ mắc bệnh cường giáp?,"Bệnh có thể gặp ở mọi lứa tuổi, tuy nhiên người già thường dễ mắc bệnh hơn.","Bệnh cường giáp có thể gặp ở mọi lứa tuổi, nhưng ở người già thường khó phát hiện bệnh hơn do các triệu chứng biểu hiện không rõ và thường dễ nhầm lẫn với bệnh của tuổi già.",1,0.4666666666666666,17,38,2.2352941175155707
Việc đầu tiên cần làm khi dùng quá liều thuốc Combigan là gì?,"Khi dùng quá liều thuốc Combigan, người dùng nên đến ngay cơ sở y tế gần nhất để được hỗ trợ điều trị kịp thời.",Sử dụng đúng liều lượng theo chỉ định của bác sĩ.,2,0.27450980392156865,25,11,0.4399999999824
"Theo Đông Y, Thiên niên kiện có công dụng gì?","Theo Đông Y, Thiên niên kiện có công dụng trừ phong thấp, mạnh cân cốt, chủ trị các chứng thắt lưng và đầu gối lạnh đau, các khớp sưng đau nhức, chân co rút tê bại.","Theo Đông Y, Thiên niên kiện có công dụng trừ phong thấp, mạnh cân cốt.",3,0.5853658536585366,36,15,0.4166666666550926
Làm thế nào để sử dụng thuốc Concor®?,"Nuốt nguyên viên thuốc với nước, không được nhai.","Thuốc nên được sử dụng vào buổi sáng, có thể kèm hay không kèm thức ăn. Nuốt nguyên viên thuốc với nước, không được nhai.",2,0.5517241379310345,9,25,2.7777777774691357
Bệnh thoái hóa điểm vàng có ảnh hưởng như thế nào đến thị lực?,"Bệnh thoái hóa điểm vàng làm giảm khả năng nhìn ở vùng trung tâm thị lực, khiến người bệnh gặp khó khăn khi nhìn các vật thể ở gần và các chi tiết nhỏ.",Khi bị bệnh sẽ làm giảm khả năng nhìn ở vùng này.,1,0.38356164383561636,34,12,0.3529411764602077
"Ngoài tác dụng hạ lipid máu, Thiên hoa phấn còn có tác dụng gì khác?","Thiên hoa phấn còn có tác dụng giảm cytokine để chống viêm, cải thiện chức năng nội mô và ức chế sự phát triển cơ trơn, hỗ trợ ngăn ngừa xơ vữa động mạch.",Thiên hoa phấn còn có tác dụng giảm trigliceride và LDL-C.,3,0.45070422535211263,34,11,0.32352941175519034
Nên làm gì trong trường hợp nhân viên y tế quên liều thuốc Albiomin 20%?,Để bác sĩ hướng dẫn xử trí.,"Nếu nhân viên y tế quên liều thuốc Albiomin 20%, hãy để bác sĩ hướng dẫn xử trí.",2,0.5,7,18,2.5714285710612246
Tại sao phụ nữ có thai và đang cho con bú được coi là những đối tượng đặc biệt khi sử dụng thuốc Cotrimoxazol?,Vì thuốc này có thể gây tác động tiêu cực đến thai nhi và trẻ sơ sinh.,"Phụ nữ có thai và đang cho con bú được coi là những đối tượng đặc biệt khi sử dụng thuốc Cotrimoxazol vì thuốc có thể gây vàng da ở trẻ em thời kỳ chu sinh do việc đẩy bilirubin ra khỏi albumin, dẫn đến vàng da ở trẻ em thời kỳ chu sinh do việc đẩy bilirubin ra khỏi albumin.",2,0.2653061224489796,17,61,3.5882352939065743
Dây ký ninh có thể dùng ở những dạng nào?,"Cao, bột, và viên.","Dây ký ninh có thể dùng dưới dạng cao, bột, viên.",3,0.4347826086956522,4,11,2.7499999993125
Bộ phận cơ thể - Xương chũm - Mỏm chũm nằm ở phần nào của xương thái dương và có đặc điểm gì?,Mỏm chũm thuộc phần đá của xương thái dương. Mỏm này nhô hình chũm cau mà đỉnh ở phía trước dưới.,Mỏm chũm nằm ở hai bên hộp sọ.,0,0.3478260869565218,21,8,0.3809523809342404
"Vậy, những người lái tàu xe hay vận hành máy móc có thể sử dụng Aspilets EC một cách an toàn chứ?","Đúng vậy, những người lái tàu xe hay vận hành máy móc có thể yên tâm sử dụng Aspilets EC mà không lo bị ảnh hưởng đến khả năng lái xe hay vận hành máy móc.","Không, thuốc Aspilets EC không ảnh hưởng đến khả năng lái tàu xe hay vận hành máy móc.",2,0.5882352941176471,36,18,0.49999999998611117
Những loại thuốc nào có thành phần chính là atorvastatin?,Những loại thuốc có thành phần chính là atorvastatin bao gồm Lipitor và Atovast.,Atorvastatin có thành phần chính là atorvastatin.,2,0.5806451612903225,14,7,0.49999999996428574
Mào xoắn là gì?,Mào xoắn là phần dày lên của màng xương ở thành ngoài của ống xoắn ốc.,"Mào xoắn là phần sụn lên của màng xương ở thành ngoài của ống xoắn ốc, được tạo nên bởi phần dày lên của màng xương ở thành ngoài của ống xoắn ốc, gọi là mào xoắn hay dây chằng xoắn.",0,0.5567010309278351,16,41,2.5624999998398437
Phụ nữ đang cho con bú có sử dụng được thuốc Carbomango?,"Tương tự như phụ nữ có thai, phụ nữ đang cho con bú cũng có thể sử dụng được thuốc Carbomango nhưng phải tham khảo ý kiến của bác sĩ trước.",Thuốc Carbomango tương đối an toàn cho phụ nữ đang cho con bú.,2,0.3157894736842105,31,13,0.41935483869614987
Vì sao cần tránh nâng hoặc lắc trẻ bằng chính tay của trẻ?,Vì hành động nâng hoặc lắc trẻ bằng chính tay của trẻ có thể khiến trẻ bị trật khớp khuỷu tay.,Để tránh bị trật khớp khuỷu ở trẻ nhỏ.,1,0.41860465116279066,21,9,0.42857142855102043
Thủng ruột được chẩn đoán bằng cách nào?,Thủng ruột được chẩn đoán bằng cách kiểm tra xem có không khí tự do trong khoang phúc mạc không.,"Thủng ruột được chẩn đoán bằng cách thực hiện các xét nghiệm chẩn đoán như xuất huyết và thủng ruột. Tuy nhiên, một phân tích siêu âm chỉ ra rằng điều trị phẫu thuật thường không gây ra nguy cơ vượt quá so với điều trị bảo tồn.",1,0.35398230088495575,20,48,2.39999999988
Thuốc Trimetazidin có những tác tác gây ra cho người bệnh không?,"Trimetazidin là một trong những thuốc trị thiếu máu huyết dịch mà hoạt tính trị liệu của chúng không gây bất cứ thay đổi nhịp tim, nhịp thở hay bất cứ thay đổi huyết áp cho tới nhịp tim. Do vậy, thuốc không gây tác hại cho các bệnh nhận có bệnh co thít phế quản, bệnh suy tim.","Thuốc Trimetazidin thường ít gây tác dụng phụ, nếu có thì người bệnh sẽ đau đầu, buồn nôn hay chóng mặt.",1,0.2222222222222222,59,21,0.3559322033837978
"Trong số các triệu chứng của ung thư phổi di căn lên não, triệu chứng nào cảnh báo tình hình nghiêm trọng và cần đến gặp bác sĩ ngay?",Co giật.,"Giảm trí nhớ, kém tập trung và giảm khả năng suy luận.",1,0.1904761904761905,2,12,5.999999997
Điều kiện sinh trưởng và phát triển của Rau răm là gì?,"Rau răm ưa khí hậu nhiệt đới và cận nhiệt đới, có thể tàn lụi ở nhiệt độ dưới 0 độ C, sinh trưởng và phát triển từ vùng đồng bằng, trung du, đồi núi dưới 1000m, ưa ẩm hơi chịu bóng, có thể sống ở vùng ngập nước, song không chịu được hạn.","Rau răm có thể sinh trưởng và phát triển từ vùng đồng bằng, trung du, đồi núi dưới 1000m.",3,0.5242718446601942,54,19,0.35185185184533607
Hậu quả của bệnh gout mãn tính là gì?,"Biến dạng khớp, cứng khớp và hình thành các cục u gọi là hạt tophi.","Biến dạng khớp, cứng khớp, xuất hiện các cục u, gọi là hạt tophi, ở sụn vành tai, quanh khớp do các tinh thể acid uric lắng đọng tại các vị trí này.",1,0.5454545454545454,15,33,2.1999999998533335
"Tỉ lệ các dược liệu Mộc qua, Kỷ tử, Ngọc trúc trong bài thuốc có tỉ lệ như thế nào?",Mỗi vị là 80 g.,"Tỷ lệ các dược liệu Mộc qua, Kỷ tử, Ngọc trúc trong bài thuốc có tỉ lệ 80 g.",3,0.303030303030303,5,19,3.7999999992399998
Tác đụng của chữ thập trong Cosele là: ?,Không có dữ liệu,"Chữ thập giúp bảo vệ tế bào khỏi bị hư hại, giảm tỷ lệ ung thư tuyến tiền liệt, có hiệu quả trong việc điều trị hen suyễn, viêm khớp, gàu và cả vô sinh.",2,0.10344827586206896,4,35,8.7499999978125
Tại sao hạt kê được sử dụng để chữa trị các bệnh liên quan đến tỳ vị?,Hạt kê có tác dụng tác dụng bổ tỳ vị.,"Hạt kê được sử dụng để chữa trị các bệnh liên quan đến tỳ vị vì có vị ngọt, tính bình.",3,0.4545454545454545,10,21,2.09999999979
Đối tượng đòi hỏi sự tập trung cao độ khi làm việc có thể sử dụng Bromelain hay không?,"Được, đối tượng đòi hỏi sự tập trung cao độ khi làm việc như lái xe hoặc vận hành máy móc có thể sử dụng Bromelain vì thuốc không gây tác động nghiêm trọng trên thần kinh trung ương.","Có, những đối tượng đòi hỏi sự tập trung cao độ khi làm việc có thể sử dụng Bromelain.",2,0.5542168674698796,39,19,0.48717948716699544
Ngũ gia bì gai có tác dụng gì đối với trí lực?,Tăng cường thể lực và trí lực.,"Ngũ gia bì gai có tác dụng chống lão suy tăng thể lực và trí lực, tăng chức năng tuyến sinh dục, gia tăng quá trình chuyển hóa và xúc tiến tổ chức tái sinh.",3,0.30303030303030304,7,35,4.9999999992857145
Bệnh thận mạn có triệu chứng căn nguyên gì?,"Tăng huyết áp, đái tháo đường.",Bệnh thận mạn có triệu chứng căn nguyên là tình trạng suy giảm chức năng thận.,1,0.15789473684210528,6,16,2.666666666222222
Tiểu não có triệu chứng gì tương ứng?,Rối loạn vận động và thăng bằng.,"Tiểu não có triệu chứng tăng áp lực nội sọ, nhức đầu, nôn mửa, mất ý thức và suy giảm sự tỉnh táo, động kinh co giật và mất ý thức và suy giảm sự tỉnh táo.",1,0.17647058823529413,7,37,5.285714284959184
Bệnh nhân bị tăng canxi máu sẽ có những biểu hiện gì liên quan đến thận?,Bệnh nhân có thể bị khát nước và đi tiểu nhiều.,"Bệnh nhân bị tăng canxi máu có thể có biểu hiện như khát nước, đi tiểu nhiều, đau giữa lưng và một phần bên trên bụng.",1,0.5,11,26,2.3636363634214876
Tác dụng của vị thuốc Mộc hương là gì?,Mộc hương có tác dụng tiết khí.,Vị thuốc Mộc hương có tác dụng tiết khí nên không phù hợp để uống dài ngày với người khỏe mạnh.,3,0.5,7,21,2.9999999995714286
Thuốc Avarino 300 Mega được chỉ định cho độ tuổi nào?,Thuốc được dùng cho người lớn.,"Thuốc được chỉ định cho người lớn với liều dùng tham khảo là 1 viên/lần, uống 1  3 lần mỗi ngày.",2,0.3555555555555555,6,21,3.4999999994166666
Kê nội kim sao và thành phần nào được sử dụng với tỷ lệ như nhau để điều chế bài thuốc?,Kê nội kim sao và Bạch truật sao đều được sử dụng với tỷ lệ 10 g để điều chế bài thuốc,Kê nội kim sao và Bạch truật sao đều 10 g.,3,0.6511627906976745,22,11,0.49999999997727274
Quả Sấu có thành phần hóa học nào chiếm nhiều nhất?,Nước chiếm 80% thành phần quả Sấu.,"Quả Sấu chứa thành phần nước chiếm 80%, acid hữu cơ 1%, glucid 8,2%, protid 1,3%, celulose 2,7%, P 44mg%, Ca 100mg%, vitamin C 3mg%.",3,0.2553191489361702,7,25,3.5714285709183673
"Trong số các triệu chứng được kể đến, triệu chứng nào không gây trở ngại cho khả năng vận động?",Co giật.,Run hoặc cử động nhẹ không tự chủ.,1,0.15384615384615383,2,8,3.999999998
Nắp ấm có công dụng gì trong các bài thuốc thanh nhiệt?,Nắp ấm có công dụng thanh nhiệt.,Nắp ấm được dùng để đun sôi với một lượng nước vừa đủ để uống thay nước trong ngày.,3,0.368421052631579,7,19,2.7142857138979593
Dầu hạt cải có mùi vị đặc trưng như thế nào?,Rất nhẹ nhàng.,"Dầu hạt cải có mùi vị rất nhẹ nhàng, khi để ở nhiệt độ phòng.",3,0.4,3,15,4.999999998333333
Đi tiêu chảy mãn tính có thể dẫn đến bệnh trĩ không?,"Có, đi tiêu chảy mãn tính có thể dẫn đến bệnh trĩ.","Đúng, đi tiêu chảy mãn tính có thể dẫn đến bệnh trĩ vì táo bón lâu dài, khó di chuyển phân gây thêm áp lực lên thành mạch máu gây dãn mạch.",1,0.4722222222222222,12,32,2.6666666664444443
"Sau khi thu hoạch, bàn long sâm được làm khô như thế nào?",Phơi khô.,Bàn long sâm được làm khô bằng cách thu hái vào mùa thu.,3,0.08333333333333333,2,13,6.49999999675
Xu hướng cầu toàn có ảnh hưởng như thế nào đến nguy cơ kiệt sức do Burnout?,"Xu hướng cầu toàn có thể góp phần gây ra kiệt sức do Burnout bằng cách tạo áp lực liên tục để đạt được kết quả hoàn hảo, dẫn đến cảm giác bất mãn, lo lắng và căng thẳng mãn tính.",Có thể dẫn đến nguy cơ kiệt sức do Burnout.,1,0.225,41,10,0.2439024390184414
Những vấn đề về sức khỏe nào có thể liên quan đến tiền tiểu đường?,"Nhiễm trùng da, vấn đề về thính giác, bệnh Alzheimer.","Tiền tiểu đường có thể gây ra một số vấn đề về sức khỏe như bệnh tim, đột quỵ, tổn thương thần kinh, tổn thương mắt, loét chân, thiếu máu nuôi chân và có nguy cơ dẫn đến cắt cụt, nhiễm trùng da, vấn đề về thính giác và bệnh Alzheimer.",1,0.32258064516129037,10,51,5.09999999949
Những cơn co giật nửa mặt thường bắt đầu ở vị trí nào?,Các cơn co giật nửa mặt thường bắt đầu ở mí mắt dưới dạng giật nhẹ.,Mí mắt dưới dạng giật nhẹ.,1,0.5555555555555556,16,6,0.3749999999765625
"Ngoài riềng, bài thuốc còn sử dụng thêm những nguyên liệu gì để chữa đau bụng, buồn nôn?",Vỏ quýt và hạt tử tô.,"Ngoài riềng, bài thuốc còn sử dụng thêm vỏ quýt, hạt tử tô, lượng bằng nhau, tán nhỏ, viên với mật, uống với rượu, mỗi lần uống 5g, ngày 2 lần.",3,0.22580645161290322,6,31,5.166666665805556
Lưỡi đen có phải là vấn đề nghiêm trọng không?,"Lưỡi đen thường không phải là vấn đề nghiêm trọng, tuy nhiên, nó có thể là dấu hiệu của một số bệnh lý như tiểu đường hoặc sử dụng một số loại thuốc.",Lưỡi đen thường không phải là vấn đề nghiêm trọng.,1,0.47761194029850745,33,10,0.30303030302112033
Cần lưu ý gì khi sử dụng thuốc Betadine Throat Spray?,"Cần lưu ý phải dùng thuốc theo liều lượng được khuyến cáo trên tờ hướng dẫn sử dụng của nhà sản xuất, không tự ý tăng, bớt liều lượng thuốc. Không dùng thuốc chung với các loại thuốc khác. Dùng thuốc trước hoặc sau bữa ăn ít nhất 1 - 2 giờ. Không dùng thuốc khi bị thương hở.","Khi sử dụng thuốc Betadine Throat Spray, cần lưu ý không bôi lên da.",2,0.18965517241379307,59,14,0.2372881355891985
"Bướm bạc thuộc loại dược liệu, đúng hay sai?","Đúng. Bướm bạc là một loại dược liệu quý, được sử dụng nhiều trong các bài thuốc Đông y.",Đúng.,3,0.06451612903225806,19,1,0.052631578944598335
Thuốc NSAIDs có tác dụng giảm đau và chống viêm như thế nào?,"Thuốc NSAIDs hoạt động bằng cách giảm sản xuất prostaglandin - chất đóng vai trò chính trong quá trình gây đau và viêm. Các thuốc NSAIDs thường được sử dụng là Aspirin, Diclofenac, Meloxicam, Celecoxib.",Thuốc NSAIDs (Thuốc giảm đau kháng viêm không steroid) có tác dụng giảm đau và chống viêm.,1,0.3333333333333333,35,17,0.4857142857004082
Dexamethason có tương tác với Albendazol không?,"Không, do Dexamethason không gây ảnh hưởng lâm sàng đáng kể đến Albendazol.","Có, Dexamethason tương tác với Albendazol.",2,0.21428571428571427,13,6,0.4615384615029586
"Trong bài thuốc có Sinh khương, tỉ lệ pha trộn nước gừng sống và sữa bò là bao nhiêu?","Trong bài thuốc có Sinh khương, tỉ lệ pha trộn nước gừng sống và sữa bò là 10 ml nước gừng sống và 20 ml sữa bò.",Tỉ lệ pha trộn nước gừng sống và sữa bò là 10 ml.,3,0.631578947368421,27,13,0.48148148146364883
Những trường hợp nào cần cân nhắc kỹ trước khi sử dụng Thạch xương bồ?,"Những trường hợp thuộc chứng âm hư, đối tượng hoạt tinh, ra nhiều mồ hôi trong ngày hoặc người đang điều trị bệnh lý đặc biệt cần cân nhắc kỹ trước khi sử dụng Thạch xương bồ.","Những trường hợp sau cần cân nhắc kỹ trước khi sử dụng Thạch xương bồ: - Thuộc chứng âm hư gồm biểu hiện như thể trạng gầy còm, miệng khô, khát nước, đổ mồ hôi trộm, nóng trong người, đại tiện khô táo, gò má đỏ, lưỡi đỏ rêu ít, mạch tế sác... - Đối tượng hoạt tinh, ra nhiều mồ hôi trong ngày hoặc người đang điều trị bệnh lý đặc biệt. - Mẫn cảm hay kích ứng với bất kỳ thành phần nào có trong vị thuốc.",3,0.4895833333333333,37,89,2.4054054053403946
Độ tuổi biểu hiện ban đầu của bệnh Tay-Sachs bán cấp là bao nhiêu?,2 đến 10 tuổi.,Độ tuổi biểu hiện ban đầu của bệnh Tay-Sachs bán cấp lúc 2 -10 tuổi.,1,0.27586206896551724,4,15,3.7499999990625
Phụ phụ trong giai đoạn dậy thi có nguy có ngứa âm đạo do tác giả gây ra không và vì nguyên do là?,Có. Phụ phụ trong giai đoạn dậy thi có nguy có ngứa âm đạo do tác giả gây ra là do nguy có ngứa âm đạo trong giai đoạn dậy thi thể liên đới với các bệnh lây truyền tình dục (STDs).,"Có, phụ nữ trong giai đoạn dậy thi có nguy cơ bị ngứa âm đạo do tác giả gây ra.",1,0.5542168674698796,42,20,0.47619047617913834
"Trong phương pháp chụp cộng hưởng từ (MRI), bác sĩ sử dụng thiết bị nào để tạo ra hình ảnh có độ phân giải cao của mắt cá?","Trong phương pháp chụp cộng hưởng từ (MRI), bác sĩ sử dụng máy chụp MRI với nam châm công suất cao và máy tính để tạo ra hình ảnh có độ phân giải cao của mắt cá.",Máy chụp MRI sử dụng nam châm công suất cao và máy tính.,0,0.49350649350649356,37,13,0.3513513513418554
Thuốc Disulfiram có nên để ở những nơi ẩm ướt hay không?,"Không, thuốc Disulfiram không nên để ở những nơi ẩm ướt vì độ ẩm cao có thể làm ảnh hưởng đến chất lượng của thuốc.",Không nên để thuốc Disulfiram ở những nơi ẩm ướt.,2,0.46808510638297873,25,10,0.399999999984
Dãy dưới lưỡi có cấu tạo thế nào?,Dãy dưới lưỡi có bề mặt có những ống dẫn phụ (hay ống Rivinus) của tuyến dưới lưỡi mở ra trong miệng.,"Dãy dưới lưỡi tận cùng ở gần chỗ thắng lưỡi gắn vào sàn miệng, có 1 gai nhỏ gọi là gai dưới lưỡi. Đó là nơi ổng Wharton của tuyến dưới hàm và có khi ống Bartholin của tuyến dưới lưỡi mở ra trong miệng.",0,0.5148514851485149,22,45,2.0454545453615705
Tiêu chảy do vi khuẩn hay do ký sinh trùng có khác gì với tiêu chảy do virus?,"Triệu chứng của tiêu chảy do virus gần như tương tự với tiêu chảy do vi khuẩn, ký sinh trùng như Clostridium difficile, Salmonella và E. coli hoặc ký sinh trùng như giardia nên rất khó để phân biệt.",Tiêu chảy do vi khuẩn hay do ký sinh trùng giống như giardia.,1,0.4054054054054054,39,13,0.3333333333247864
Phương pháp nào được sử dụng để kiểm tra các dấu hiệu và triệu chứng của khối u thần kinh nội tiết?,Kiểm tra lâm sàng.,Kiểm tra kỹ để khảo sát các dấu hiệu và triệu chứng của khối u thần kinh nội tiết.,1,0.2631578947368421,4,19,4.7499999988125
Vì sao không nên để sản phẩm Aspegic ở những nơi quá nóng hoặc quá ẩm ướt?,Để sản phẩm ở những nơi quá nóng hoặc quá ẩm ướt sẽ dễ làm giảm chất lượng sản phẩm.,Vì rất dễ làm giảm chất lượng sản phẩm.,2,0.608695652173913,20,9,0.4499999999775
Trong trường hợp nào việc lựa chọn hóa trị đa chất được ưu tiên?,Hóa trị đa chất được ưu tiên lựa chọn khi bệnh tiến triển ồ ạt và cần kiểm soát nhanh.,"Khi bệnh tiến triển nhanh, cần kiểm soát nhanh.",1,0.6222222222222223,20,9,0.4499999999775
Trình bày thành phần của nguồn dự trữ ion trong nước bọt?,Thành phần của nguồn dự trữ ion trong nước bọt bao gồm các ion khoáng.,Nước bọt chứa rất nhiều ion khoáng.,0,0.3783783783783784,15,7,0.46666666663555556
Xương mác ở phần thân có diện hình gì?,Hình lăng trụ tam giác.,Xương mác ở phần thân có hình lăng trụ tam giác.,0,0.6399999999999999,5,11,2.19999999956
Trẻ em thường lo lắng chia ly hơn khi nào?,Trẻ em thường lo lắng chia ly hơn khi chúng mệt mỏi hoặc đói.,"Trẻ em thường lo lắng chia ly hơn khi vào tình huống lo âu, khi trẻ thấy bố mẹ bình tĩnh thì cũng giúp trẻ một phần nào lấy lại bình tĩnh.",1,0.47887323943661975,14,32,2.28571428555102
Protein bị ảnh hưởng bởi bệnh U hạt mạn tính hoạt động như thế nào?,Protein tạo thành enzyme giúp hệ thống miễn dịch hoạt động tốt.,"Khi có đột biến với một trong những gen này, các protein bảo vệ không được tạo ra hoặc chúng được tạo ra nhưng chúng không hoạt động hiệu quả.",1,0.26865671641791045,12,30,2.4999999997916666
Nguyên nhân gây ra teo âm đạo là gì?,"Teo âm đạo là tình trạng mất estrogen, thường gặp sau khi mãn kinh và trong thời kỳ cho con bú, và có thể dẫn đến niêm mạc âm đạo mỏng và đau khi quan hệ.",Nguyên nhân gây ra teo âm đạo là do sự thay đổi nồng độ hormone.,0,0.21538461538461537,36,15,0.4166666666550926
Cây sậy có công dụng chính là gì?,"Cây sậy có công dụng chính là trị khí trệ, phiền muộn, nôn nghịch, ăn uống không xuống.",Cây sậy có công dụng chính là chữa ho.,3,0.5777777777777778,18,9,0.4999999999722222
Có những vị trí nào thường hình thành gai xương?,"Gai xương có thể xuất hiện ở nhiều vị trí khác nhau, nhưng phổ biến hơn ở cổ, vai, đầu gối, lưng dưới, ngón tay hoặc ngón chân cái, bàn chân hoặc gót chân.",Gai xương thường hình thành gần khớp  nơi hai hoặc nhiều xương gặp nhau.,1,0.3333333333333333,34,14,0.4117647058702423
Cerecaps có thể gây ra những tác dụng phụ nghiêm trọng không?,"Chưa có báo cáo về các tác dụng phụ nghiêm trọng khi sử dụng Cerecaps. Tuy nhiên, bạn nên thông báo cho bác sĩ hoặc nhân viên y tế nếu gặp bất kỳ dấu hiệu bất thường nào.","Không, Cerecaps không gây ra bất kỳ tác dụng phụ nghiêm trọng nào.",2,0.27906976744186046,38,13,0.342105263148892
Tác dụng dược lý của Mật mông hoa là gì?,Tác dụng dược lý của Mật mông hoa là bảo vệ thần kinh.,Mật mông hoa có tác dụng bảo vệ thần kinh trong thiếu máu não nhờ tác dụng kháng viêm và ức chế sự hoạt hóa của tế bào tiểu thần kinh đệm.,3,0.38888888888888895,13,32,2.4615384613491123
Bệnh nhân bị bệnh gì thì không được dùng thuốc ACC 200?,Bệnh nhân đang bị viêm loét dạ dày thì không nên sử dụng thuốc ACC 200.,Bệnh nhân bị viêm loét dạ dày.,2,0.6486486486486487,16,7,0.43749999997265626
"Khi nào còn lại cảm thấy đau kéo dài hay khó chơi thể thao, thì phải làm gì?",Cũng có thể là dấu hiệu cần đưa con đi khám.,Nếu con bạn xuất hiện cảm giác đau kéo dài không giảm hoặc gặp khó khăn khi chơi thể thao thì phải đưa con đi gặp bác sĩ để được đánh giá đầy đủ.,1,0.24615384615384614,11,34,3.090909090628099
Tỷ lệ mắc bệnh hen suyễn ở Việt Nam là bao nhiêu?,"Theo thống kê năm 2022 trong chuỗi hội thảo khoa học do Hội hô hấp Việt Nam và Hội Phổi Việt Nam tổ chức, Việt Nam có khoảng 3,9% - tương đương với hơn 4 triệu người mắc bệnh hen suyễn.","Tại Việt Nam, khoảng 3,9%  tương đương hơn 4 triệu người mắc bệnh hen suyễn.",1,0.5777777777777777,41,15,0.36585365852766216
"Trị chứng đau ngực, đau bụng do khí trệ, bài thuốc dùng nhựa Cánh kiến trắng nào có tác dụng?","Bài thuốc dùng nhựa Cánh kiến trắng có tác dụng trị chứng đau ngực, đau bụng do khí trệ là An tức hương 12g, Đại hồi hương 12g, Hương phụ 20g, Sa nhân 20g, Cam thảo 20g, nghiền nhỏ, trộn lẫn, hòa với mật ong.","Bài thuốc dùng nhựa Cánh kiến trắng có tác dụng trị chứng đau ngực, đau bụng do khí trệ.",3,0.6138613861386139,45,19,0.42222222221283956
Bạn cần lưu ý những điều gì khi bảo quản Batigan?,Để xa tầm tay trẻ em.,"Bạn cần bảo quản Batigan nơi khô ráo, dưới 30C và tránh ánh sáng.",2,0.06896551724137931,6,14,2.3333333329444446
Bệnh viêm tủy thị thần kinh có nguyên nhân do di truyền không?,"Hiện nay, các bác sĩ vẫn chưa chắc chắn nguyên nhân gây bệnh viêm tủy thị thần kinh là gì. Tuy nhiên, bệnh viêm tủy thị thần kinh dường như không xảy ra do di truyền.","Không, bệnh viêm tủy thị thần kinh dường như không xảy ra do di truyền.",1,0.5301204819277109,36,15,0.4166666666550926
"Khi xử trí trường hợp quá liều nghiêm trọng do Cetirizine, bác sĩ thường chỉ định phương pháp nào đầu tiên?","Trong trường hợp quá liều nghiêm trọng do Cetirizine, bác sĩ thường chỉ định gây nôn và rửa dạ dày trước tiên.",Gây nôn và rửa dạ dày.,2,0.4444444444444445,22,6,0.272727272714876
"Trong đợt viêm mũi dị ứng, người bệnh có thể dùng những loại thuốc nào?","Trong đợt viêm mũi dị ứng, người bệnh có thể sử dụng các thuốc điều trị như thuốc kháng histamin (clorpheniramin, cetirizin, fexofenadin, loratadin...) hoặc nhóm thuốc kháng leucotrien, corticoid (đối với các trường hợp nặng, có kèm theo hen phế quản).","Trong đợt viêm mũi dị ứng, người bệnh có thể sử dụng các thuốc kháng histamin như clorpheniramin, cetirizin, fexofenadin, loratadin...",1,0.6086956521739131,42,21,0.4999999999880953
Đan sâm mang lại những lợi ích gì cho sức khỏe tim mạch?,"Đan sâm đem lại nhiều lợi ích cho sức khỏe tim mạch, bao gồm thúc đẩy lưu lượng máu, giải quyết huyết ứ, cải thiện tình trạng xơ vữa động mạch, giảm huyết áp và lipid máu, giúp ngăn ngừa và hỗ trợ điều trị các bệnh lý tim mạch.",Đan sâm có tác dụng thúc đẩy lưu lượng máu và giải quyết tình trạng huyết ứ.,3,0.42592592592592593,50,17,0.3399999999932
Đau tim là hậu quả của tăng huyết áp ác tính gây ra như thế nào?,"Tăng huyết áp ác tính gây ra đau tim do áp lực quá lớn lên thành động mạch khiến các mạch máu trở nên yếu hơn, dễ bị vỡ và gây ra đau tim.",Đau tim là hậu quả của tăng huyết áp ác tính gây ra tử vong.,1,0.3055555555555556,34,15,0.44117647057525955
Kem bôi da có chứa corticoid được sử dụng trong trường hợp nào?,Các trường hợp triệu chứng tương đối nhẹ.,Kem bôi da có chứa corticoid được sử dụng trong các trường hợp triệu chứng tương đối nhẹ.,1,0.6829268292682926,8,18,2.24999999971875
Cách dùng thuốc kháng sinh cho áp xe mô mềm như thế nào?,Thuốc có thể được sử dụng dưới dạng tiêm bắp hoặc viên nén.,Thuốc kháng sinh cho áp xe mô mềm cần được lựa chọn cẩn thận. Thuốc có thể được sử dụng dưới dạng tiêm bắp hoặc viên nén.,1,0.6666666666666666,13,27,2.076923076763314
Bệnh Alzheimer và các dạng sa sút trí tuệ khác thường xảy ra ở những đối tượng nào?,Thường xảy ra ở những người lớn tuổi.,"Bệnh Alzheimer và các dạng sa sút trí tuệ khác thường xảy ra ở những người già đi, có thể thay đổi bộ não của họ theo cách khiến họ nghi ngờ người khác hơn.",1,0.3492063492063492,8,35,4.374999999453125
"Để tránh viêm loét dạ dày, chúng ta cần duy trì một lối sống như thế nào?","Để tránh viêm loét dạ dày, chúng ta cần duy trì lối sống lành mạnh, bao gồm ăn đúng bữa, hạn chế thức khuya, không hút thuốc lá, uống rượu bia có chừng mực, hạn chế sử dụng các loại thuốc giảm đau, thực hành vệ sinh an toàn thực phẩm và ăn uống đầy đủ chất dinh dưỡng.","Để tránh viêm loét dạ dày, chúng ta cần duy trì lối sống lành mạnh, bao gồm ăn đúng bữa, hạn chế thức khuya.",1,0.5736434108527132,59,24,0.4067796610100546
